tempC, presPa, humRH, seconds, future_temp_1, future_temp_2, future_temp_3, future_temp_4, future_temp_5
0.332167, 1.017948, 0.880098, 0.000012, 0.331500, 0.321333, 0.320000, 0.320667, 0.376500
0.331833, 1.017953, 0.880410, 0.003484, 0.331667, 0.320667, 0.319000, 0.320000, 0.379667
0.331500, 1.017996, 0.880801, 0.006968, 0.331667, 0.320333, 0.318167, 0.319000, 0.383167
0.331333, 1.018069, 0.880771, 0.010428, 0.331667, 0.319833, 0.317333, 0.317500, 0.386333
0.331167, 1.018128, 0.880654, 0.013900, 0.331500, 0.319333, 0.316833, 0.316667, 0.388667
0.331000, 1.018091, 0.881182, 0.017373, 0.331333, 0.319000, 0.316167, 0.315833, 0.390833
0.331000, 1.018090, 0.881924, 0.020845, 0.331500, 0.318500, 0.315833, 0.314667, 0.393667
0.331000, 1.018103, 0.883018, 0.024317, 0.331500, 0.317500, 0.315167, 0.313500, 0.394333
0.331000, 1.018140, 0.883359, 0.027789, 0.331333, 0.316333, 0.314500, 0.312000, 0.394000
0.331167, 1.018143, 0.883809, 0.031262, 0.331167, 0.314833, 0.313500, 0.311000, 0.394333
0.331333, 1.018141, 0.884697, 0.034745, 0.331167, 0.313167, 0.312333, 0.310667, 0.395667
0.331500, 1.018134, 0.885586, 0.038206, 0.331333, 0.311500, 0.311000, 0.310000, 0.397167
0.331500, 1.018138, 0.885918, 0.041678, 0.331333, 0.310000, 0.309833, 0.310500, 0.396667
0.331667, 1.018098, 0.885156, 0.045162, 0.331000, 0.308333, 0.308167, 0.311167, 0.398333
0.331667, 1.018102, 0.884414, 0.048623, 0.331167, 0.306667, 0.306667, 0.311833, 0.399333
0.331667, 1.018063, 0.885586, 0.052095, 0.331167, 0.304833, 0.305167, 0.312667, 0.401167
0.331500, 1.018025, 0.886572, 0.055567, 0.331167, 0.303167, 0.303833, 0.313000, 0.403000
0.331333, 1.018009, 0.886660, 0.059039, 0.331167, 0.301833, 0.302000, 0.313167, 0.404000
0.331500, 1.017948, 0.886436, 0.062523, 0.330833, 0.300833, 0.300667, 0.313667, 0.406000
0.331500, 1.017936, 0.885029, 0.065984, 0.330833, 0.299833, 0.299500, 0.313667, 0.407833
0.331333, 1.017879, 0.886113, 0.069456, 0.330833, 0.299167, 0.298500, 0.313833, 0.409500
0.331167, 1.017829, 0.888809, 0.072940, 0.330833, 0.298500, 0.297167, 0.314333, 0.411000
0.331167, 1.017846, 0.887510, 0.076400, 0.330667, 0.298000, 0.296167, 0.314333, 0.411667
0.331333, 1.017854, 0.886426, 0.079873, 0.330667, 0.297500, 0.295333, 0.314500, 0.412667
0.331333, 1.017868, 0.886875, 0.083356, 0.330500, 0.297167, 0.294333, 0.314500, 0.412333
0.331000, 1.017812, 0.887686, 0.086817, 0.330500, 0.297167, 0.293167, 0.314833, 0.413167
0.331167, 1.017826, 0.887188, 0.090289, 0.329833, 0.297333, 0.292333, 0.315000, 0.414000
0.331167, 1.017807, 0.887295, 0.093762, 0.329833, 0.297833, 0.291333, 0.315167, 0.415167
0.331167, 1.017773, 0.886748, 0.097234, 0.330000, 0.298667, 0.289833, 0.315333, 0.415167
0.331167, 1.017741, 0.886855, 0.100718, 0.330000, 0.300167, 0.288833, 0.315500, 0.415500
0.330833, 1.017727, 0.887451, 0.097245, 0.330000, 0.302333, 0.287833, 0.315667, 0.415500
0.330833, 1.017717, 0.887783, 0.104734, 0.329833, 0.305167, 0.286833, 0.316000, 0.414500
0.330833, 1.017666, 0.888760, 0.107650, 0.329833, 0.309667, 0.285667, 0.316167, 0.413833
0.330833, 1.017652, 0.888545, 0.111134, 0.329667, 0.317667, 0.284667, 0.316333, 0.412500
0.330667, 1.017595, 0.889082, 0.114595, 0.329500, 0.325833, 0.283500, 0.316333, 0.411167
0.330667, 1.017553, 0.889932, 0.118067, 0.329333, 0.335333, 0.282333, 0.316000, 0.410167
0.330500, 1.017521, 0.889590, 0.121539, 0.329167, 0.347000, 0.281333, 0.316000, 0.409500
0.330500, 1.017511, 0.889355, 0.125012, 0.329000, 0.359833, 0.280333, 0.315667, 0.407000
0.329833, 1.017459, 0.888955, 0.128495, 0.328667, 0.368667, 0.279333, 0.315333, 0.406167
0.329833, 1.017450, 0.890488, 0.131956, 0.327833, 0.374500, 0.278167, 0.315000, 0.407167
0.330000, 1.017455, 0.890508, 0.135428, 0.327333, 0.379333, 0.277167, 0.314667, 0.409667
0.330000, 1.017429, 0.889854, 0.138912, 0.326833, 0.381500, 0.276167, 0.314333, 0.410500
0.330000, 1.017412, 0.889424, 0.142373, 0.326500, 0.382333, 0.275167, 0.313500, 0.412333
0.329833, 1.017436, 0.889404, 0.145845, 0.326167, 0.382000, 0.274000, 0.312333, 0.414000
0.329833, 1.017452, 0.890166, 0.149317, 0.326000, 0.381333, 0.273000, 0.311167, 0.414500
0.329667, 1.017449, 0.890674, 0.152789, 0.325833, 0.381000, 0.272333, 0.309833, 0.415500
0.329500, 1.017459, 0.888604, 0.156262, 0.325833, 0.380000, 0.271667, 0.308833, 0.416000
0.329333, 1.017491, 0.889004, 0.159734, 0.325833, 0.379500, 0.271167, 0.308000, 0.416333
0.329167, 1.017479, 0.888457, 0.163206, 0.325833, 0.378833, 0.271000, 0.307167, 0.416000
0.329000, 1.017484, 0.888428, 0.166690, 0.325667, 0.378167, 0.270167, 0.306333, 0.415333
0.328667, 1.017433, 0.888711, 0.170150, 0.325500, 0.377667, 0.269500, 0.305167, 0.414667
0.327833, 1.017447, 0.889707, 0.173623, 0.325500, 0.377500, 0.268667, 0.303833, 0.414167
0.327333, 1.017479, 0.889736, 0.177106, 0.325500, 0.377000, 0.267500, 0.302667, 0.412000
0.326833, 1.017535, 0.889355, 0.180567, 0.325167, 0.376500, 0.266667, 0.301833, 0.410500
0.326500, 1.017635, 0.888789, 0.184039, 0.325000, 0.376333, 0.265833, 0.300667, 0.408333
0.326167, 1.017677, 0.890146, 0.187512, 0.324833, 0.376333, 0.265000, 0.299833, 0.405833
0.326000, 1.017752, 0.889697, 0.190984, 0.324333, 0.376333, 0.264667, 0.298833, 0.403833
0.325833, 1.017817, 0.889805, 0.194468, 0.323833, 0.378000, 0.264167, 0.298333, 0.401833
0.325833, 1.017856, 0.888486, 0.197928, 0.323000, 0.379667, 0.263667, 0.297167, 0.400000
0.325833, 1.017922, 0.889355, 0.201400, 0.322167, 0.381500, 0.263500, 0.296500, 0.398167
0.325833, 1.017945, 0.889570, 0.204884, 0.321333, 0.383667, 0.263167, 0.296000, 0.396000
0.325667, 1.017941, 0.889873, 0.208345, 0.320667, 0.386667, 0.263000, 0.295500, 0.394500
0.325500, 1.017953, 0.890840, 0.211817, 0.320333, 0.391167, 0.262833, 0.294833, 0.392667
0.325500, 1.017945, 0.890508, 0.215301, 0.319833, 0.395333, 0.262500, 0.294000, 0.391667
0.325500, 1.017928, 0.889854, 0.218762, 0.319333, 0.398833, 0.262000, 0.293500, 0.392833
0.325167, 1.017972, 0.890146, 0.222245, 0.319000, 0.402333, 0.261667, 0.293000, 0.392667
0.325000, 1.017987, 0.890674, 0.225706, 0.318500, 0.406000, 0.261333, 0.292333, 0.391667
0.324833, 1.018042, 0.890312, 0.229178, 0.317500, 0.409000, 0.260833, 0.291833, 0.391500
0.324333, 1.018069, 0.890361, 0.232662, 0.316333, 0.412500, 0.260500, 0.291667, 0.391333
0.323833, 1.018114, 0.889238, 0.236123, 0.314833, 0.413667, 0.260000, 0.291000, 0.390167
0.323000, 1.018167, 0.887930, 0.239595, 0.313167, 0.414167, 0.259667, 0.290500, 0.390167
0.322167, 1.018201, 0.887168, 0.243079, 0.311500, 0.413500, 0.259167, 0.290500, 0.389500
0.321333, 1.018243, 0.887500, 0.246539, 0.310000, 0.412833, 0.258667, 0.290000, 0.390667
0.320667, 1.018261, 0.889814, 0.250012, 0.308333, 0.412000, 0.258667, 0.289833, 0.390833
0.320333, 1.018296, 0.889873, 0.253484, 0.306667, 0.411500, 0.259167, 0.290167, 0.391333
0.319833, 1.018351, 0.889600, 0.256956, 0.304833, 0.411833, 0.259500, 0.290833, 0.392167
0.319333, 1.018425, 0.889434, 0.260440, 0.303167, 0.413167, 0.260000, 0.291500, 0.393167
0.319000, 1.018465, 0.889268, 0.263900, 0.301833, 0.414500, 0.260667, 0.292500, 0.393833
0.318500, 1.018486, 0.889971, 0.267373, 0.300833, 0.415667, 0.261167, 0.293167, 0.393667
0.317500, 1.018449, 0.891162, 0.270845, 0.299833, 0.416333, 0.261833, 0.294000, 0.394667
0.316333, 1.018472, 0.890576, 0.274317, 0.299167, 0.417167, 0.262667, 0.294333, 0.394500
0.314833, 1.018541, 0.889414, 0.277789, 0.298500, 0.417667, 0.263333, 0.294500, 0.393167
0.313167, 1.018558, 0.887686, 0.281262, 0.298000, 0.418667, 0.264333, 0.294667, 0.392000
0.311500, 1.018631, 0.886846, 0.284745, 0.297500, 0.419167, 0.265167, 0.294500, 0.390167
0.310000, 1.018696, 0.885254, 0.288206, 0.297167, 0.419667, 0.266167, 0.294333, 0.389000
0.308333, 1.018768, 0.884287, 0.291678, 0.297167, 0.419667, 0.267333, 0.294333, 0.387333
0.306667, 1.018812, 0.883125, 0.295162, 0.297333, 0.419667, 0.268333, 0.294500, 0.385333
0.304833, 1.018878, 0.884180, 0.298623, 0.297833, 0.419167, 0.269833, 0.294333, 0.383167
0.303167, 1.018994, 0.884951, 0.302095, 0.298667, 0.418667, 0.271500, 0.294500, 0.382167
0.301833, 1.019055, 0.884687, 0.305567, 0.300167, 0.417833, 0.272667, 0.294167, 0.381333
0.300833, 1.019148, 0.886426, 0.309039, 0.302333, 0.417667, 0.273833, 0.294000, 0.380833
0.299833, 1.019257, 0.889541, 0.312512, 0.305167, 0.417167, 0.275000, 0.294000, 0.380833
0.299167, 1.019302, 0.892148, 0.315984, 0.309667, 0.416667, 0.276167, 0.294167, 0.382500
0.298500, 1.019339, 0.894668, 0.319456, 0.317667, 0.416667, 0.277167, 0.294333, 0.383667
0.298000, 1.019353, 0.895479, 0.322940, 0.325833, 0.418333, 0.278333, 0.294833, 0.386167
0.297500, 1.019416, 0.896719, 0.326400, 0.335333, 0.420000, 0.279500, 0.295333, 0.390167
0.297167, 1.019472, 0.897852, 0.329873, 0.347000, 0.421667, 0.280667, 0.296000, 0.394833
0.297167, 1.019496, 0.900664, 0.333356, 0.359833, 0.423500, 0.282000, 0.296833, 0.397667
0.297333, 1.019495, 0.902852, 0.336817, 0.368667, 0.427333, 0.283500, 0.298000, 0.401667
0.297833, 1.019538, 0.906279, 0.340289, 0.374500, 0.431500, 0.284833, 0.300500, 0.404333
0.298667, 1.019556, 0.908447, 0.343762, 0.379333, 0.433667, 0.286500, 0.302333, 0.405667
0.300167, 1.019571, 0.911104, 0.347234, 0.381500, 0.433833, 0.288167, 0.304167, 0.407667
0.302333, 1.019577, 0.913652, 0.350718, 0.382333, 0.432167, 0.289667, 0.306167, 0.409000
0.305167, 1.019581, 0.914863, 0.354178, 0.382000, 0.430333, 0.291500, 0.308500, 0.410167
0.309667, 1.019549, 0.908945, 0.357650, 0.381333, 0.428500, 0.292500, 0.311167, 0.411667
0.317667, 1.019492, 0.898770, 0.361134, 0.381000, 0.427667, 0.294000, 0.314833, 0.413000
0.325833, 1.019465, 0.891631, 0.364595, 0.380000, 0.427500, 0.295500, 0.319167, 0.414167
0.335333, 1.019427, 0.879287, 0.368067, 0.379500, 0.428000, 0.298000, 0.326000, 0.414833
0.347000, 1.019361, 0.849648, 0.371539, 0.378833, 0.428333, 0.301000, 0.332667, 0.415500
0.359833, 1.019307, 0.794697, 0.375012, 0.378167, 0.428500, 0.303500, 0.341833, 0.416833
0.368667, 1.019255, 0.732910, 0.378484, 0.377667, 0.427667, 0.306167, 0.349333, 0.417500
0.374500, 1.019175, 0.740967, 0.381956, 0.377500, 0.427000, 0.309667, 0.356000, 0.418167
0.379333, 1.019181, 0.757275, 0.385428, 0.377000, 0.426000, 0.313333, 0.362000, 0.419333
0.381500, 1.019182, 0.743457, 0.388912, 0.376500, 0.425000, 0.318000, 0.367667, 0.420167
0.382333, 1.019185, 0.706445, 0.392373, 0.376333, 0.423833, 0.323167, 0.375000, 0.421167
0.382000, 1.019200, 0.700684, 0.395845, 0.376333, 0.422667, 0.328167, 0.382333, 0.422333
0.381333, 1.019248, 0.706113, 0.399317, 0.376333, 0.421500, 0.333000, 0.387500, 0.423167
0.381000, 1.019269, 0.692881, 0.402789, 0.378000, 0.420500, 0.338000, 0.391833, 0.424000
0.380000, 1.019283, 0.690488, 0.406262, 0.379667, 0.419000, 0.343500, 0.395167, 0.425000
0.379500, 1.019335, 0.703623, 0.409734, 0.381500, 0.417667, 0.349667, 0.398000, 0.426333
0.378833, 1.019361, 0.699609, 0.413206, 0.383667, 0.416500, 0.358000, 0.399833, 0.427333
0.378167, 1.019328, 0.703945, 0.416690, 0.386667, 0.415000, 0.369167, 0.402667, 0.428500
0.377667, 1.019312, 0.703135, 0.420150, 0.391167, 0.413333, 0.384833, 0.407500, 0.429333
0.377500, 1.019299, 0.712451, 0.423623, 0.395333, 0.412167, 0.404000, 0.410833, 0.428833
0.377000, 1.019305, 0.707793, 0.427106, 0.398833, 0.411167, 0.428000, 0.415333, 0.428500
0.376500, 1.019278, 0.700049, 0.430567, 0.402333, 0.410167, 0.453167, 0.419167, 0.428667
0.376333, 1.019231, 0.713447, 0.434039, 0.406000, 0.409167, 0.478333, 0.421667, 0.428667
0.376333, 1.019201, 0.704316, 0.437512, 0.409000, 0.408333, 0.479500, 0.424333, 0.428833
0.376333, 1.019160, 0.699492, 0.440984, 0.412500, 0.407333, 0.480500, 0.428500, 0.428833
0.378000, 1.019146, 0.699971, 0.444468, 0.413667, 0.405833, 0.481833, 0.431500, 0.429500
0.379667, 1.019139, 0.699580, 0.447928, 0.414167, 0.404667, 0.483000, 0.433833, 0.429833
0.381500, 1.019131, 0.691836, 0.451400, 0.413500, 0.403333, 0.484000, 0.436167, 0.430167
0.383667, 1.019111, 0.690498, 0.454884, 0.412833, 0.401667, 0.486000, 0.436500, 0.430500
0.386667, 1.019088, 0.692314, 0.458345, 0.412000, 0.400000, 0.487000, 0.435667, 0.431000
0.391167, 1.019040, 0.683799, 0.461817, 0.411500, 0.397833, 0.488667, 0.435167, 0.431000
0.395333, 1.018983, 0.656709, 0.465301, 0.411833, 0.395500, 0.490000, 0.435500, 0.431000
0.398833, 1.018912, 0.651396, 0.468762, 0.413167, 0.393167, 0.490667, 0.434833, 0.430833
0.402333, 1.018894, 0.630254, 0.472245, 0.414500, 0.391000, 0.489333, 0.436000, 0.430333
0.406000, 1.018784, 0.624795, 0.475706, 0.415667, 0.389000, 0.489333, 0.439167, 0.429833
0.409000, 1.018715, 0.617744, 0.479178, 0.416333, 0.387167, 0.487667, 0.443333, 0.428500
0.412500, 1.018665, 0.632451, 0.482662, 0.417167, 0.385500, 0.488500, 0.448333, 0.427500
0.413667, 1.018615, 0.613701, 0.486123, 0.417667, 0.383667, 0.488333, 0.449500, 0.427000
0.414167, 1.018585, 0.620615, 0.489595, 0.418667, 0.382000, 0.488000, 0.452500, 0.427167
0.413500, 1.018551, 0.618682, 0.493079, 0.419167, 0.380333, 0.485333, 0.453333, 0.427167
0.412833, 1.018548, 0.613857, 0.496539, 0.419667, 0.378833, 0.487000, 0.455167, 0.426833
0.412000, 1.018517, 0.609912, 0.500012, 0.419667, 0.377167, 0.486167, 0.459500, 0.426500
0.411500, 1.018477, 0.611641, 0.503484, 0.419667, 0.375833, 0.488500, 0.460333, 0.426000
0.411833, 1.018431, 0.618428, 0.506956, 0.419167, 0.374667, 0.495833, 0.460167, 0.425333
0.413167, 1.018368, 0.621641, 0.510428, 0.418667, 0.373333, 0.501000, 0.460000, 0.424833
0.414500, 1.018307, 0.618760, 0.513900, 0.417833, 0.372000, 0.498000, 0.458667, 0.422833
0.415667, 1.018251, 0.618301, 0.517373, 0.417667, 0.371000, 0.496667, 0.459667, 0.420167
0.416333, 1.018169, 0.612598, 0.520856, 0.417167, 0.369833, 0.496000, 0.460167, 0.417833
0.417167, 1.018116, 0.623975, 0.524317, 0.416667, 0.368833, 0.495167, 0.462667, 0.415167
0.417667, 1.018058, 0.624141, 0.527789, 0.416667, 0.368000, 0.497500, 0.466167, 0.413000
0.418667, 1.017973, 0.613447, 0.531262, 0.418333, 0.367000, 0.498333, 0.467833, 0.411500
0.419167, 1.017872, 0.616270, 0.534734, 0.420000, 0.366167, 0.493833, 0.468000, 0.410167
0.419667, 1.017844, 0.622305, 0.538206, 0.421667, 0.365167, 0.497500, 0.468500, 0.409000
0.419667, 1.017792, 0.616211, 0.541678, 0.423500, 0.364333, 0.499000, 0.467833, 0.408167
0.419667, 1.017724, 0.622861, 0.545150, 0.427333, 0.363667, 0.504000, 0.467333, 0.407333
0.419167, 1.017673, 0.628359, 0.548634, 0.431500, 0.363000, 0.507167, 0.468167, 0.405833
0.418667, 1.017619, 0.630986, 0.552095, 0.433667, 0.362333, 0.510500, 0.467167, 0.404167
0.417833, 1.017582, 0.608945, 0.555567, 0.433833, 0.361667, 0.506500, 0.465000, 0.403000
0.417667, 1.017560, 0.627139, 0.559051, 0.432167, 0.361000, 0.503833, 0.464833, 0.401667
0.417167, 1.017511, 0.631074, 0.562512, 0.430333, 0.360500, 0.508833, 0.465167, 0.400833
0.416667, 1.017445, 0.630908, 0.565984, 0.428500, 0.360000, 0.511833, 0.464667, 0.399500
0.416667, 1.017397, 0.620488, 0.569456, 0.427667, 0.359333, 0.516333, 0.464833, 0.398167
0.418333, 1.017344, 0.620420, 0.572928, 0.427500, 0.359000, 0.523667, 0.464333, 0.396333
0.420000, 1.017289, 0.604922, 0.576412, 0.428000, 0.358333, 0.528000, 0.464000, 0.395167
0.421667, 1.017228, 0.606934, 0.579873, 0.428333, 0.357667, 0.530333, 0.463333, 0.394500
0.423500, 1.017169, 0.613750, 0.583345, 0.428500, 0.357167, 0.524833, 0.464833, 0.393167
0.427333, 1.017105, 0.602402, 0.586829, 0.427667, 0.356500, 0.528167, 0.468167, 0.392500
0.431500, 1.017004, 0.592627, 0.590289, 0.427000, 0.356000, 0.529667, 0.471667, 0.391333
0.433667, 1.016910, 0.589902, 0.593762, 0.426000, 0.355667, 0.528500, 0.471167, 0.390167
0.433833, 1.016880, 0.578125, 0.597234, 0.425000, 0.355000, 0.528333, 0.470500, 0.388667
0.432167, 1.016872, 0.572539, 0.600706, 0.423833, 0.354500, 0.525667, 0.470500, 0.388167
0.430333, 1.016884, 0.579287, 0.604178, 0.422667, 0.354000, 0.526167, 0.471333, 0.387500
0.428500, 1.016854, 0.598389, 0.607650, 0.421500, 0.353500, 0.523667, 0.471667, 0.386667
0.427667, 1.016856, 0.595332, 0.611123, 0.420500, 0.353167, 0.523167, 0.470000, 0.386500
0.427500, 1.016849, 0.589746, 0.614606, 0.419000, 0.352667, 0.523667, 0.469500, 0.386500
0.428000, 1.016860, 0.585791, 0.618067, 0.417667, 0.352333, 0.516167, 0.471333, 0.386333
0.428333, 1.016859, 0.582148, 0.621539, 0.416500, 0.352000, 0.514667, 0.476167, 0.386167
0.428500, 1.016860, 0.589277, 0.625023, 0.415000, 0.351500, 0.518667, 0.479333, 0.385333
0.427667, 1.016815, 0.583096, 0.628484, 0.413333, 0.351167, 0.521833, 0.482667, 0.384500
0.427000, 1.016800, 0.592812, 0.631956, 0.412167, 0.350833, 0.516500, 0.482833, 0.383833
0.426000, 1.016798, 0.602178, 0.635428, 0.411167, 0.350667, 0.520167, 0.483833, 0.383500
0.425000, 1.016865, 0.601104, 0.638900, 0.410167, 0.350333, 0.519333, 0.482000, 0.383333
0.423833, 1.016862, 0.603555, 0.642384, 0.409167, 0.350000, 0.514667, 0.480500, 0.383333
0.422667, 1.016875, 0.613018, 0.645845, 0.408333, 0.349833, 0.508500, 0.481000, 0.383500
0.421500, 1.016847, 0.612705, 0.649317, 0.407333, 0.349500, 0.512167, 0.480000, 0.383500
0.420500, 1.016825, 0.620273, 0.652801, 0.405833, 0.349333, 0.518000, 0.482333, 0.383167
0.419000, 1.016818, 0.615244, 0.656262, 0.404667, 0.349500, 0.517333, 0.484833, 0.382667
0.417667, 1.016828, 0.625029, 0.659734, 0.403333, 0.349333, 0.515333, 0.487167, 0.382500
0.416500, 1.016795, 0.632793, 0.663206, 0.401667, 0.349167, 0.518167, 0.488667, 0.382000
0.415000, 1.016755, 0.637314, 0.666678, 0.400000, 0.348833, 0.520500, 0.489333, 0.382167
0.413333, 1.016754, 0.630303, 0.670150, 0.397833, 0.348833, 0.513667, 0.490667, 0.382333
0.412167, 1.016729, 0.638965, 0.673623, 0.395500, 0.348667, 0.512333, 0.492667, 0.382500
0.411167, 1.016722, 0.642959, 0.677095, 0.393167, 0.348333, 0.520667, 0.494833, 0.383000
0.410167, 1.016706, 0.649180, 0.680579, 0.391000, 0.348000, 0.527500, 0.494167, 0.383000
0.409167, 1.016689, 0.652871, 0.684039, 0.389000, 0.347833, 0.526500, 0.490667, 0.383167
0.408333, 1.016703, 0.653018, 0.687512, 0.387167, 0.347167, 0.529667, 0.488333, 0.383833
0.407333, 1.016713, 0.656455, 0.690984, 0.385500, 0.346667, 0.529500, 0.484833, 0.384333
0.405833, 1.016692, 0.667285, 0.694456, 0.383667, 0.345833, 0.528667, 0.482500, 0.385333
0.404667, 1.016667, 0.668496, 0.697928, 0.382000, 0.344500, 0.521833, 0.477833, 0.386000
0.403333, 1.016715, 0.667930, 0.701400, 0.380333, 0.342833, 0.513000, 0.474667, 0.386667
0.401667, 1.016725, 0.682139, 0.704873, 0.378833, 0.340667, 0.510500, 0.470500, 0.386667
0.400000, 1.016749, 0.692490, 0.708356, 0.377167, 0.338667, 0.508167, 0.468000, 0.387000
0.397833, 1.016774, 0.699785, 0.711817, 0.375833, 0.336333, 0.505833, 0.466333, 0.386833
0.395500, 1.016788, 0.707822, 0.715289, 0.374667, 0.334000, 0.503500, 0.464333, 0.386833
0.393167, 1.016838, 0.717744, 0.718773, 0.373333, 0.331833, 0.500167, 0.461000, 0.386333
0.391000, 1.016914, 0.729434, 0.722234, 0.372000, 0.329667, 0.496667, 0.458667, 0.385667
0.389000, 1.016964, 0.727471, 0.725706, 0.371000, 0.328000, 0.494000, 0.455667, 0.385000
0.387167, 1.017021, 0.727842, 0.729178, 0.369833, 0.326167, 0.492500, 0.452333, 0.384000
0.385500, 1.017074, 0.734805, 0.732650, 0.368833, 0.324667, 0.489333, 0.449333, 0.383333
0.383667, 1.017124, 0.739150, 0.736134, 0.368000, 0.323500, 0.484833, 0.446667, 0.382500
0.382000, 1.017191, 0.744473, 0.739595, 0.367000, 0.322333, 0.481167, 0.443833, 0.381667
0.380333, 1.017241, 0.746963, 0.743067, 0.366167, 0.321167, 0.475333, 0.440667, 0.380667
0.378833, 1.017275, 0.755469, 0.746551, 0.365167, 0.320000, 0.471000, 0.437167, 0.379667
0.377167, 1.017341, 0.761787, 0.750012, 0.364333, 0.319000, 0.467333, 0.433667, 0.379000
0.375833, 1.017376, 0.767246, 0.753484, 0.363667, 0.318167, 0.465333, 0.429833, 0.378167
0.374667, 1.017430, 0.763164, 0.756968, 0.363000, 0.317333, 0.462000, 0.427000, 0.377500
0.373333, 1.017472, 0.764463, 0.760428, 0.362333, 0.316833, 0.458167, 0.423833, 0.376667
0.372000, 1.017539, 0.763877, 0.763912, 0.361667, 0.316167, 0.453333, 0.420833, 0.376167
0.371000, 1.017604, 0.773203, 0.767373, 0.361000, 0.315833, 0.451500, 0.417833, 0.375667
0.369833, 1.017644, 0.776045, 0.770845, 0.360500, 0.315167, 0.448500, 0.414500, 0.375000
0.368833, 1.017696, 0.775400, 0.774329, 0.360000, 0.314500, 0.445500, 0.411167, 0.374500
0.368000, 1.017770, 0.782979, 0.777789, 0.359333, 0.313500, 0.444000, 0.408667, 0.374167
0.367000, 1.017826, 0.783525, 0.781262, 0.359000, 0.312333, 0.442833, 0.405833, 0.373833
0.366167, 1.017852, 0.788027, 0.784745, 0.358333, 0.311000, 0.441167, 0.403500, 0.373333
0.365167, 1.017917, 0.787832, 0.788206, 0.357667, 0.309833, 0.440167, 0.400667, 0.372667
0.364333, 1.017958, 0.796074, 0.791678, 0.357167, 0.308167, 0.438833, 0.398000, 0.372333
0.363667, 1.017997, 0.797412, 0.795150, 0.356500, 0.306667, 0.437000, 0.395833, 0.371833
0.363000, 1.018046, 0.795908, 0.798623, 0.356000, 0.305167, 0.435500, 0.393500, 0.371167
0.362333, 1.018033, 0.797266, 0.802106, 0.355667, 0.303833, 0.432833, 0.391333, 0.370500
0.361667, 1.018036, 0.799932, 0.805567, 0.355000, 0.302000, 0.430000, 0.389167, 0.370000
0.361000, 1.018087, 0.804688, 0.809039, 0.354500, 0.300667, 0.429333, 0.386833, 0.369000
0.360500, 1.018130, 0.803516, 0.812523, 0.354000, 0.299500, 0.426000, 0.384667, 0.368167
0.360000, 1.018144, 0.805117, 0.815984, 0.353500, 0.298500, 0.425500, 0.382833, 0.367167
0.359333, 1.018154, 0.805479, 0.819456, 0.353167, 0.297167, 0.422833, 0.380833, 0.366167
0.359000, 1.018142, 0.805645, 0.822928, 0.352667, 0.296167, 0.423167, 0.379500, 0.365000
0.358333, 1.018145, 0.808555, 0.826400, 0.352333, 0.295333, 0.421667, 0.377667, 0.363667
0.357667, 1.018131, 0.813496, 0.829873, 0.352000, 0.294333, 0.419333, 0.376500, 0.362500
0.357167, 1.018162, 0.810918, 0.833345, 0.351500, 0.293167, 0.418333, 0.375333, 0.361333
0.356500, 1.018203, 0.813145, 0.836817, 0.351167, 0.292333, 0.416000, 0.374167, 0.359833
0.356000, 1.018228, 0.813525, 0.840301, 0.350833, 0.291333, 0.414333, 0.372833, 0.358667
0.355667, 1.018276, 0.815898, 0.843762, 0.350667, 0.289833, 0.414667, 0.371667, 0.357167
0.355000, 1.018319, 0.818125, 0.847234, 0.350333, 0.288833, 0.414500, 0.370667, 0.356000
0.354500, 1.018378, 0.817070, 0.850718, 0.350000, 0.287833, 0.414833, 0.369833, 0.354500
0.354000, 1.018403, 0.819531, 0.854178, 0.349833, 0.286833, 0.415000, 0.369167, 0.353333
0.353500, 1.018418, 0.820029, 0.857650, 0.349500, 0.285667, 0.414167, 0.369167, 0.352000
0.353167, 1.018441, 0.821621, 0.861123, 0.349333, 0.284667, 0.413167, 0.369167, 0.351000
0.352667, 1.018476, 0.822891, 0.864595, 0.349500, 0.283500, 0.414500, 0.370500, 0.349500
0.352333, 1.018506, 0.823955, 0.868079, 0.349333, 0.282333, 0.413833, 0.370500, 0.348667
0.352000, 1.018480, 0.824121, 0.871539, 0.349167, 0.281333, 0.410833, 0.371000, 0.347667
0.351500, 1.018476, 0.827471, 0.875012, 0.348833, 0.280333, 0.408000, 0.371333, 0.346500
0.351167, 1.018463, 0.830039, 0.878495, 0.348833, 0.279333, 0.405667, 0.373667, 0.345833
0.350833, 1.018458, 0.828564, 0.881956, 0.348667, 0.278167, 0.405833, 0.374167, 0.345500
0.350667, 1.018450, 0.831934, 0.885428, 0.348333, 0.277167, 0.406500, 0.374833, 0.345167
0.350333, 1.018449, 0.830391, 0.888900, 0.348000, 0.276167, 0.390167, 0.377500, 0.345000
0.350000, 1.018440, 0.832959, 0.892373, 0.347833, 0.275167, 0.367000, 0.378333, 0.344500
0.349833, 1.018429, 0.838730, 0.895845, 0.347167, 0.274000, 0.354167, 0.379000, 0.344000
0.349500, 1.018399, 0.840986, 0.899317, 0.346667, 0.273000, 0.347333, 0.379667, 0.343667
0.349333, 1.018407, 0.841289, 0.902789, 0.345833, 0.272333, 0.343167, 0.380000, 0.343500
0.349500, 1.018390, 0.842178, 0.906273, 0.344500, 0.271667, 0.340667, 0.379833, 0.343333
