datetime, tempC, presPa, humRH
2022/08/25 15:31:10, 14.470000, 101545.578125, 0.74611328
2022/08/25 15:35:02, 14.270000, 101545.613281, 0.73927734
2022/08/25 15:40:01, 14.180000, 101549.136719, 0.73537109
2022/08/25 15:45:01, 14.150000, 101549.894531, 0.71093750
2022/08/25 15:50:02, 14.180000, 101551.242188, 0.71871094
2022/08/25 15:55:01, 14.240000, 101554.175781, 0.72332031
2022/08/25 16:00:01, 14.250000, 101555.296875, 0.69773438
2022/08/25 16:05:01, 14.240000, 101561.082031, 0.69783203
2022/08/25 16:10:01, 14.190000, 101569.078125, 0.71309570
2022/08/25 16:15:01, 14.130000, 101573.253906, 0.72501953
2022/08/25 16:20:01, 14.070000, 101572.367188, 0.72667969
2022/08/25 16:25:01, 14.000000, 101575.718750, 0.73814453
2022/08/25 16:30:02, 13.900000, 101577.339844, 0.74152344
2022/08/25 16:35:01, 13.800000, 101581.777344, 0.72183594
2022/08/25 16:40:01, 13.720000, 101582.968750, 0.73416016
2022/08/25 16:45:02, 13.640000, 101585.015625, 0.73953125
2022/08/25 16:50:01, 13.560000, 101583.675781, 0.75799805
2022/08/25 16:55:01, 13.480000, 101585.414062, 0.75908203
2022/08/25 17:00:01, 13.410000, 101589.773438, 0.77314453
2022/08/25 17:05:01, 13.330000, 101596.820312, 0.74485352
2022/08/25 17:10:02, 13.240000, 101601.464844, 0.74887695
2022/08/25 17:15:01, 13.170000, 101605.632812, 0.74929688
2022/08/25 17:20:01, 13.100000, 101611.175781, 0.75401367
2022/08/25 17:25:02, 13.020000, 101616.273438, 0.76356445
2022/08/25 17:30:01, 12.930000, 101622.226562, 0.76990234
2022/08/25 17:35:01, 12.840000, 101623.625000, 0.77367188
2022/08/25 17:40:01, 12.710000, 101627.164062, 0.78420898
2022/08/25 17:45:01, 12.610000, 101628.503906, 0.78755859
2022/08/25 17:50:02, 12.500000, 101631.878906, 0.79141602
2022/08/25 17:55:01, 12.400000, 101633.542969, 0.79856445
2022/08/25 18:00:01, 12.290000, 101640.500000, 0.80441406
2022/08/25 18:05:02, 12.190000, 101648.738281, 0.80990234
2022/08/25 18:10:01, 12.080000, 101654.449219, 0.81047852
2022/08/25 18:15:01, 11.980000, 101658.742188, 0.81774414
2022/08/25 18:20:01, 11.890000, 101660.621094, 0.81889648
2022/08/25 18:25:01, 11.800000, 101664.156250, 0.81881836
2022/08/25 18:30:01, 11.730000, 101672.378906, 0.82252930
2022/08/25 18:35:01, 11.660000, 101679.351562, 0.82733398
2022/08/25 18:40:01, 11.600000, 101681.121094, 0.82808594
2022/08/25 18:45:02, 11.530000, 101688.960938, 0.83025391
2022/08/25 18:50:01, 11.480000, 101693.769531, 0.83245117
2022/08/25 18:55:01, 11.430000, 101698.933594, 0.83321289
2022/08/25 19:00:02, 11.370000, 101708.949219, 0.83583984
2022/08/25 19:05:01, 11.330000, 101715.230469, 0.83785156
2022/08/25 19:10:01, 11.300000, 101724.519531, 0.83799805
2022/08/25 19:15:01, 11.260000, 101730.347656, 0.84373047
2022/08/25 19:20:01, 11.230000, 101734.343750, 0.84389648
2022/08/25 19:25:02, 11.200000, 101733.339844, 0.84524414
2022/08/25 19:30:01, 11.170000, 101733.242188, 0.84735352
2022/08/25 19:35:01, 11.130000, 101733.292969, 0.84837891
2022/08/25 19:40:02, 11.090000, 101737.437500, 0.84841797
2022/08/25 19:45:01, 11.050000, 101735.316406, 0.84965820
2022/08/25 19:50:01, 11.010000, 101739.242188, 0.85328125
2022/08/25 19:55:01, 10.980000, 101744.722656, 0.86162109
2022/08/25 20:00:01, 10.940000, 101751.175781, 0.86383789
2022/08/25 20:05:02, 10.910000, 101753.628906, 0.86311523
2022/08/25 20:10:01, 10.890000, 101756.128906, 0.86262695
2022/08/25 20:15:01, 10.850000, 101757.847656, 0.86134766
2022/08/25 20:20:02, 10.800000, 101759.039062, 0.85942383
2022/08/25 20:25:01, 10.770000, 101761.687500, 0.85868164
2022/08/25 20:30:01, 10.730000, 101767.699219, 0.86045898
2022/08/25 20:35:01, 10.710000, 101773.625000, 0.85978516
2022/08/25 20:40:01, 10.690000, 101778.144531, 0.86115234
2022/08/25 20:45:01, 10.670000, 101783.046875, 0.86362305
2022/08/25 20:50:01, 10.660000, 101788.406250, 0.86264648
2022/08/25 20:55:01, 10.650000, 101791.582031, 0.86292969
2022/08/25 21:00:02, 10.640000, 101791.218750, 0.86258789
2022/08/25 21:05:01, 10.630000, 101791.441406, 0.86213867
2022/08/25 21:10:01, 10.620000, 101794.269531, 0.86176758
2022/08/25 21:15:02, 10.610000, 101792.375000, 0.86197266
2022/08/25 21:20:01, 10.590000, 101792.597656, 0.86434570
2022/08/25 21:25:01, 10.580000, 101791.941406, 0.86444336
2022/08/25 21:30:01, 10.570000, 101791.312500, 0.86668945
2022/08/25 21:35:01, 10.570000, 101791.484375, 0.86538086
2022/08/25 21:40:02, 10.560000, 101791.679688, 0.86548828
2022/08/25 21:45:01, 10.550000, 101795.582031, 0.86634766
2022/08/25 21:50:01, 10.550000, 101797.824219, 0.86622070
2022/08/25 21:55:02, 10.530000, 101798.171875, 0.86846680
2022/08/25 22:00:01, 10.520000, 101802.925781, 0.86660156
2022/08/25 22:05:01, 10.510000, 101808.992188, 0.86712891
2022/08/25 22:10:01, 10.480000, 101811.359375, 0.86793945
2022/08/25 22:15:01, 10.450000, 101812.636719, 0.86808594
2022/08/25 22:20:02, 10.400000, 101815.035156, 0.86766602
2022/08/25 22:25:01, 10.340000, 101814.390625, 0.86897461
2022/08/25 22:30:01, 10.280000, 101812.234375, 0.86830078
2022/08/25 22:35:02, 10.210000, 101809.980469, 0.86783203
2022/08/25 22:40:01, 10.130000, 101812.179688, 0.86986328
2022/08/25 22:45:01, 10.060000, 101807.832031, 0.87103516
2022/08/25 22:50:02, 10.020000, 101807.882812, 0.87202148
2022/08/25 22:55:01, 9.990000, 101808.105469, 0.87350586
2022/08/25 23:00:01, 9.970000, 101806.960938, 0.87464844
2022/08/25 23:05:01, 9.960000, 101804.722656, 0.87497070
2022/08/25 23:10:01, 9.950000, 101801.074219, 0.87613281
2022/08/25 23:15:02, 9.950000, 101798.468750, 0.87602539
2022/08/25 23:20:01, 9.940000, 101801.757812, 0.87850586
2022/08/25 23:25:01, 9.940000, 101798.519531, 0.87850586
2022/08/25 23:30:02, 9.930000, 101793.312500, 0.87914062
2022/08/25 23:35:01, 9.930000, 101795.871094, 0.87793945
2022/08/25 23:40:01, 9.920000, 101792.269531, 0.87922852
2022/08/25 23:45:01, 9.930000, 101793.386719, 0.87922852
2022/08/25 23:50:01, 9.940000, 101794.433594, 0.87926758
2022/08/25 23:55:01, 9.930000, 101793.996094, 0.88033203
2022/08/26 00:00:01, 9.930000, 101794.750000, 0.88009766
2022/08/26 00:05:01, 9.910000, 101795.308594, 0.88041016
2022/08/26 00:10:02, 9.890000, 101799.593750, 0.88080078
2022/08/26 00:15:01, 9.880000, 101806.890625, 0.88077148
2022/08/26 00:20:01, 9.870000, 101812.781250, 0.88065430
2022/08/26 00:25:01, 9.860000, 101809.105469, 0.88118164
2022/08/26 00:30:01, 9.860000, 101809.007812, 0.88192383
2022/08/26 00:35:01, 9.860000, 101810.324219, 0.88301758
2022/08/26 00:40:01, 9.860000, 101814.000000, 0.88335938
2022/08/26 00:45:01, 9.870000, 101814.289062, 0.88380859
2022/08/26 00:50:02, 9.880000, 101814.144531, 0.88469727
2022/08/26 00:55:01, 9.890000, 101813.390625, 0.88558594
2022/08/26 01:00:01, 9.890000, 101813.777344, 0.88591797
2022/08/26 01:05:02, 9.900000, 101809.785156, 0.88515625
2022/08/26 01:10:01, 9.900000, 101810.226562, 0.88441406
2022/08/26 01:15:01, 9.900000, 101806.257812, 0.88558594
2022/08/26 01:20:01, 9.890000, 101802.539062, 0.88657227
2022/08/26 01:25:01, 9.880000, 101800.859375, 0.88666016
2022/08/26 01:30:02, 9.890000, 101794.777344, 0.88643555
2022/08/26 01:35:01, 9.890000, 101793.585938, 0.88502930
2022/08/26 01:40:01, 9.880000, 101787.914062, 0.88611328
2022/08/26 01:45:02, 9.870000, 101782.855469, 0.88880859
2022/08/26 01:50:01, 9.870000, 101784.605469, 0.88750977
2022/08/26 01:55:01, 9.880000, 101785.382812, 0.88642578
2022/08/26 02:00:02, 9.880000, 101786.843750, 0.88687500
2022/08/26 02:05:01, 9.860000, 101781.246094, 0.88768555
2022/08/26 02:10:01, 9.870000, 101782.632812, 0.88718750
2022/08/26 02:15:01, 9.870000, 101780.687500, 0.88729492
2022/08/26 02:20:01, 9.870000, 101777.281250, 0.88674805
2022/08/26 02:25:02, 9.870000, 101774.121094, 0.88685547
2022/08/26 02:20:02, 9.850000, 101772.707031, 0.88745117
2022/08/26 02:30:49, 9.850000, 101771.738281, 0.88778320
2022/08/26 02:35:01, 9.850000, 101766.578125, 0.88875977
2022/08/26 02:40:02, 9.850000, 101765.167969, 0.88854492
2022/08/26 02:45:01, 9.840000, 101759.496094, 0.88908203
2022/08/26 02:50:01, 9.840000, 101755.312500, 0.88993164
2022/08/26 02:55:01, 9.830000, 101752.054688, 0.88958984
2022/08/26 03:00:01, 9.830000, 101751.109375, 0.88935547
2022/08/26 03:05:02, 9.790000, 101745.855469, 0.88895508
2022/08/26 03:10:01, 9.790000, 101744.980469, 0.89048828
2022/08/26 03:15:01, 9.800000, 101745.511719, 0.89050781
2022/08/26 03:20:02, 9.800000, 101742.863281, 0.88985352
2022/08/26 03:25:01, 9.800000, 101741.160156, 0.88942383
2022/08/26 03:30:01, 9.790000, 101743.617188, 0.88940430
2022/08/26 03:35:01, 9.790000, 101745.222656, 0.89016602
2022/08/26 03:40:01, 9.780000, 101744.859375, 0.89067383
2022/08/26 03:45:01, 9.770000, 101745.855469, 0.88860352
2022/08/26 03:50:01, 9.760000, 101749.066406, 0.88900391
2022/08/26 03:55:01, 9.750000, 101747.855469, 0.88845703
2022/08/26 04:00:02, 9.740000, 101748.414062, 0.88842773
2022/08/26 04:05:01, 9.720000, 101743.257812, 0.88871094
2022/08/26 04:10:01, 9.670000, 101744.667969, 0.88970703
2022/08/26 04:15:02, 9.640000, 101747.906250, 0.88973633
2022/08/26 04:20:01, 9.610000, 101753.500000, 0.88935547
2022/08/26 04:25:01, 9.590000, 101763.496094, 0.88878906
2022/08/26 04:30:01, 9.570000, 101767.726562, 0.89014648
2022/08/26 04:35:01, 9.560000, 101775.191406, 0.88969727
2022/08/26 04:40:02, 9.550000, 101781.730469, 0.88980469
2022/08/26 04:45:01, 9.550000, 101785.597656, 0.88848633
2022/08/26 04:50:01, 9.550000, 101792.187500, 0.88935547
2022/08/26 04:55:02, 9.550000, 101794.523438, 0.88957031
2022/08/26 05:00:01, 9.540000, 101794.132812, 0.88987305
2022/08/26 05:05:01, 9.530000, 101795.300781, 0.89083984
2022/08/26 05:10:02, 9.530000, 101794.519531, 0.89050781
2022/08/26 05:15:01, 9.530000, 101792.769531, 0.88985352
2022/08/26 05:20:02, 9.510000, 101797.246094, 0.89014648
2022/08/26 05:25:01, 9.500000, 101798.699219, 0.89067383
2022/08/26 05:30:01, 9.490000, 101804.195312, 0.89031250
2022/08/26 05:35:02, 9.460000, 101806.937500, 0.89036133
2022/08/26 05:40:01, 9.430000, 101811.406250, 0.88923828
2022/08/26 05:45:01, 9.380000, 101816.710938, 0.88792969
2022/08/26 05:50:02, 9.330000, 101820.058594, 0.88716797
2022/08/26 05:55:01, 9.280000, 101824.347656, 0.88750000
2022/08/26 06:00:01, 9.240000, 101826.113281, 0.88981445
2022/08/26 06:05:01, 9.220000, 101829.605469, 0.88987305
2022/08/26 06:10:01, 9.190000, 101835.136719, 0.88959961
2022/08/26 06:15:02, 9.160000, 101842.468750, 0.88943359
2022/08/26 06:20:01, 9.140000, 101846.523438, 0.88926758
2022/08/26 06:25:01, 9.110000, 101848.648438, 0.88997070
2022/08/26 06:30:01, 9.050000, 101844.933594, 0.89116211
2022/08/26 06:35:01, 8.980000, 101847.234375, 0.89057617
2022/08/26 06:40:01, 8.890000, 101854.097656, 0.88941406
2022/08/26 06:45:01, 8.790000, 101855.847656, 0.88768555
2022/08/26 06:50:02, 8.690000, 101863.105469, 0.88684570
2022/08/26 06:55:01, 8.600000, 101869.605469, 0.88525391
2022/08/26 07:00:01, 8.500000, 101876.800781, 0.88428711
2022/08/26 07:05:02, 8.400000, 101881.152344, 0.88312500
2022/08/26 07:10:01, 8.290000, 101887.843750, 0.88417969
2022/08/26 07:15:01, 8.190000, 101899.386719, 0.88495117
2022/08/26 07:20:01, 8.110000, 101905.535156, 0.88468750
2022/08/26 07:25:01, 8.050000, 101914.800781, 0.88642578
2022/08/26 07:30:01, 7.990000, 101925.707031, 0.88954102
2022/08/26 07:35:01, 7.950000, 101930.175781, 0.89214844
2022/08/26 07:40:01, 7.910000, 101933.949219, 0.89466797
2022/08/26 07:45:02, 7.880000, 101935.324219, 0.89547852
2022/08/26 07:50:01, 7.850000, 101941.621094, 0.89671875
2022/08/26 07:55:01, 7.830000, 101947.207031, 0.89785156
2022/08/26 08:00:02, 7.830000, 101949.601562, 0.90066406
2022/08/26 08:05:01, 7.840000, 101949.464844, 0.90285156
2022/08/26 08:10:01, 7.870000, 101953.796875, 0.90627930
2022/08/26 08:15:01, 7.920000, 101955.593750, 0.90844727
2022/08/26 08:20:01, 8.010000, 101957.136719, 0.91110352
2022/08/26 08:25:02, 8.140000, 101957.707031, 0.91365234
2022/08/26 08:30:01, 8.310000, 101958.074219, 0.91486328
2022/08/26 08:35:01, 8.580000, 101954.921875, 0.90894531
2022/08/26 08:40:02, 9.060000, 101949.160156, 0.89876953
2022/08/26 08:45:01, 9.550000, 101946.464844, 0.89163086
2022/08/26 08:50:01, 10.120000, 101942.699219, 0.87928711
2022/08/26 08:55:01, 10.820000, 101936.136719, 0.84964844
2022/08/26 09:00:01, 11.590000, 101930.675781, 0.79469727
2022/08/26 09:05:01, 12.120000, 101925.480469, 0.73291016
2022/08/26 09:10:01, 12.470000, 101917.503906, 0.74096680
2022/08/26 09:15:01, 12.760000, 101918.054688, 0.75727539
2022/08/26 09:20:02, 12.890000, 101918.230469, 0.74345703
2022/08/26 09:25:01, 12.940000, 101918.546875, 0.70644531
2022/08/26 09:30:01, 12.920000, 101920.015625, 0.70068359
2022/08/26 09:35:01, 12.880000, 101924.796875, 0.70611328
2022/08/26 09:40:01, 12.860000, 101926.898438, 0.69288086
2022/08/26 09:45:01, 12.800000, 101928.273438, 0.69048828
2022/08/26 09:50:01, 12.770000, 101933.472656, 0.70362305
2022/08/26 09:55:01, 12.730000, 101936.101562, 0.69960938
2022/08/26 10:00:02, 12.690000, 101932.839844, 0.70394531
2022/08/26 10:05:01, 12.660000, 101931.207031, 0.70313477
2022/08/26 10:10:01, 12.650000, 101929.902344, 0.71245117
2022/08/26 10:15:02, 12.620000, 101930.539062, 0.70779297
2022/08/26 10:20:01, 12.590000, 101927.753906, 0.70004883
2022/08/26 10:25:01, 12.580000, 101923.121094, 0.71344727
2022/08/26 10:30:01, 12.580000, 101920.117188, 0.70431641
2022/08/26 10:35:01, 12.580000, 101915.980469, 0.69949219
2022/08/26 10:40:02, 12.680000, 101914.593750, 0.69997070
2022/08/26 10:45:01, 12.780000, 101913.855469, 0.69958008
2022/08/26 10:50:01, 12.890000, 101913.125000, 0.69183594
2022/08/26 10:55:02, 13.020000, 101911.097656, 0.69049805
2022/08/26 11:00:01, 13.200000, 101908.781250, 0.69231445
2022/08/26 11:05:01, 13.470000, 101903.992188, 0.68379883
2022/08/26 11:10:02, 13.720000, 101898.343750, 0.65670898
2022/08/26 11:15:01, 13.930000, 101891.167969, 0.65139648
2022/08/26 11:20:02, 14.140000, 101889.359375, 0.63025391
2022/08/26 11:25:01, 14.360000, 101878.363281, 0.62479492
2022/08/26 11:30:01, 14.540000, 101871.468750, 0.61774414
2022/08/26 11:35:02, 14.750000, 101866.511719, 0.63245117
2022/08/26 11:40:01, 14.820000, 101861.539062, 0.61370117
2022/08/26 11:45:01, 14.850000, 101858.468750, 0.62061523
2022/08/26 11:50:02, 14.810000, 101855.093750, 0.61868164
2022/08/26 11:55:01, 14.770000, 101854.804688, 0.61385742
2022/08/26 12:00:01, 14.720000, 101851.687500, 0.60991211
2022/08/26 12:05:01, 14.690000, 101847.675781, 0.61164062
2022/08/26 12:10:01, 14.710000, 101843.140625, 0.61842773
2022/08/26 12:15:01, 14.790000, 101836.839844, 0.62164062
2022/08/26 12:20:01, 14.870000, 101830.746094, 0.61875977
2022/08/26 12:25:01, 14.940000, 101825.074219, 0.61830078
2022/08/26 12:30:02, 14.980000, 101816.941406, 0.61259766
2022/08/26 12:35:01, 15.030000, 101811.640625, 0.62397461
2022/08/26 12:40:01, 15.060000, 101805.820312, 0.62414062
2022/08/26 12:45:01, 15.120000, 101797.335938, 0.61344727
2022/08/26 12:50:01, 15.150000, 101787.175781, 0.61626953
2022/08/26 12:55:01, 15.180000, 101784.437500, 0.62230469
2022/08/26 13:00:01, 15.180000, 101779.156250, 0.61621094
2022/08/26 13:05:01, 15.180000, 101772.410156, 0.62286133
2022/08/26 13:10:02, 15.150000, 101767.335938, 0.62835938
2022/08/26 13:15:01, 15.120000, 101761.871094, 0.63098633
2022/08/26 13:20:01, 15.070000, 101758.160156, 0.60894531
2022/08/26 13:25:02, 15.060000, 101755.964844, 0.62713867
2022/08/26 13:30:01, 15.030000, 101751.105469, 0.63107422
2022/08/26 13:35:01, 15.000000, 101744.480469, 0.63090820
2022/08/26 13:40:01, 15.000000, 101739.671875, 0.62048828
2022/08/26 13:45:01, 15.100000, 101734.382812, 0.62041992
2022/08/26 13:50:02, 15.200000, 101728.875000, 0.60492188
2022/08/26 13:55:01, 15.300000, 101722.753906, 0.60693359
2022/08/26 14:00:01, 15.410000, 101716.921875, 0.61375000
