datetime, tempC, presPa, humRH
2022/08/26 14:05:02, 15.640000, 101710.503906, 0.60240234
2022/08/26 14:10:01, 15.890000, 101700.445312, 0.59262695
2022/08/26 14:15:01, 16.020000, 101690.968750, 0.58990234
2022/08/26 14:20:01, 16.030000, 101688.046875, 0.57812500
2022/08/26 14:25:01, 15.930000, 101687.152344, 0.57253906
2022/08/26 14:30:01, 15.820000, 101688.367188, 0.57928711
2022/08/26 14:35:01, 15.710000, 101685.363281, 0.59838867
2022/08/26 14:40:01, 15.660000, 101685.621094, 0.59533203
2022/08/26 14:45:02, 15.650000, 101684.929688, 0.58974609
2022/08/26 14:50:01, 15.680000, 101686.046875, 0.58579102
2022/08/26 14:55:01, 15.700000, 101685.917969, 0.58214844
2022/08/26 15:00:02, 15.710000, 101686.046875, 0.58927734
2022/08/26 15:05:01, 15.660000, 101681.535156, 0.58309570
2022/08/26 15:10:01, 15.620000, 101680.031250, 0.59281250
2022/08/26 15:15:01, 15.560000, 101679.773438, 0.60217773
2022/08/26 15:20:01, 15.500000, 101686.472656, 0.60110352
2022/08/26 15:25:02, 15.430000, 101686.210938, 0.60355469
2022/08/26 15:30:01, 15.360000, 101687.500000, 0.61301758
2022/08/26 15:35:01, 15.290000, 101684.699219, 0.61270508
2022/08/26 15:40:02, 15.230000, 101682.496094, 0.62027344
2022/08/26 15:45:01, 15.140000, 101681.835938, 0.61524414
2022/08/26 15:50:01, 15.060000, 101682.847656, 0.62502930
2022/08/26 15:55:01, 14.990000, 101679.519531, 0.63279297
2022/08/26 16:00:01, 14.900000, 101675.503906, 0.63731445
2022/08/26 16:05:01, 14.800000, 101675.386719, 0.63030273
2022/08/26 16:10:01, 14.730000, 101672.917969, 0.63896484
2022/08/26 16:15:01, 14.670000, 101672.246094, 0.64295898
2022/08/26 16:20:02, 14.610000, 101670.593750, 0.64917969
2022/08/26 16:25:01, 14.550000, 101668.851562, 0.65287109
2022/08/26 16:30:01, 14.500000, 101670.289062, 0.65301758
2022/08/26 16:35:01, 14.440000, 101671.285156, 0.65645508
2022/08/26 16:40:01, 14.350000, 101669.195312, 0.66728516
2022/08/26 16:45:01, 14.280000, 101666.671875, 0.66849609
2022/08/26 16:50:01, 14.200000, 101671.468750, 0.66792969
2022/08/26 16:55:01, 14.100000, 101672.527344, 0.68213867
2022/08/26 17:00:02, 14.000000, 101674.906250, 0.69249023
2022/08/26 17:05:01, 13.870000, 101677.429688, 0.69978516
2022/08/26 17:10:01, 13.730000, 101678.820312, 0.70782227
2022/08/26 17:15:02, 13.590000, 101683.843750, 0.71774414
2022/08/26 17:20:01, 13.460000, 101691.351562, 0.72943359
2022/08/26 17:25:01, 13.340000, 101696.375000, 0.72747070
2022/08/26 17:30:01, 13.230000, 101702.054688, 0.72784180
2022/08/26 17:35:01, 13.130000, 101707.421875, 0.73480469
2022/08/26 17:40:02, 13.020000, 101712.441406, 0.73915039
2022/08/26 17:45:01, 12.920000, 101719.121094, 0.74447266
2022/08/26 17:50:01, 12.820000, 101724.097656, 0.74696289
2022/08/26 17:55:02, 12.730000, 101727.527344, 0.75546875
2022/08/26 18:00:01, 12.630000, 101734.078125, 0.76178711
2022/08/26 18:05:01, 12.550000, 101737.601562, 0.76724609
2022/08/26 18:10:02, 12.480000, 101743.015625, 0.76316406
2022/08/26 18:15:01, 12.400000, 101747.230469, 0.76446289
2022/08/26 18:20:02, 12.320000, 101753.867188, 0.76387695
2022/08/26 18:25:01, 12.260000, 101760.437500, 0.77320312
2022/08/26 18:30:01, 12.190000, 101764.441406, 0.77604492
2022/08/26 18:35:02, 12.130000, 101769.570312, 0.77540039
2022/08/26 18:40:01, 12.080000, 101776.953125, 0.78297852
2022/08/26 18:45:01, 12.020000, 101782.625000, 0.78352539
2022/08/26 18:50:02, 11.970000, 101785.187500, 0.78802734
2022/08/26 18:55:01, 11.910000, 101791.679688, 0.78783203
2022/08/26 19:00:01, 11.860000, 101795.820312, 0.79607422
2022/08/26 19:05:01, 11.820000, 101799.671875, 0.79741211
2022/08/26 19:10:01, 11.780000, 101804.632812, 0.79590820
2022/08/26 19:15:02, 11.740000, 101803.324219, 0.79726562
2022/08/26 19:20:01, 11.700000, 101803.644531, 0.79993164
2022/08/26 19:25:01, 11.660000, 101808.703125, 0.80468750
2022/08/26 19:30:02, 11.630000, 101812.996094, 0.80351562
2022/08/26 19:35:01, 11.600000, 101814.386719, 0.80511719
2022/08/26 19:40:01, 11.560000, 101815.386719, 0.80547852
2022/08/26 19:45:01, 11.540000, 101814.230469, 0.80564453
2022/08/26 19:50:01, 11.500000, 101814.546875, 0.80855469
2022/08/26 19:55:01, 11.460000, 101813.062500, 0.81349609
2022/08/26 20:00:01, 11.430000, 101816.234375, 0.81091797
2022/08/26 20:05:01, 11.390000, 101820.257812, 0.81314453
2022/08/26 20:10:02, 11.360000, 101822.761719, 0.81352539
2022/08/26 20:15:01, 11.340000, 101827.628906, 0.81589844
2022/08/26 20:20:01, 11.300000, 101831.945312, 0.81812500
2022/08/26 20:25:02, 11.270000, 101837.812500, 0.81707031
2022/08/26 20:30:01, 11.240000, 101840.269531, 0.81953125
2022/08/26 20:35:01, 11.210000, 101841.792969, 0.82002930
2022/08/26 20:40:01, 11.190000, 101844.121094, 0.82162109
2022/08/26 20:45:01, 11.160000, 101847.621094, 0.82289062
2022/08/26 20:50:02, 11.140000, 101850.558594, 0.82395508
2022/08/26 20:55:01, 11.120000, 101848.035156, 0.82412109
2022/08/26 21:00:01, 11.090000, 101847.554688, 0.82747070
2022/08/26 21:05:02, 11.070000, 101846.347656, 0.83003906
2022/08/26 21:10:01, 11.050000, 101845.843750, 0.82856445
2022/08/26 21:15:01, 11.040000, 101844.996094, 0.83193359
2022/08/26 21:20:01, 11.020000, 101844.878906, 0.83039062
2022/08/26 21:25:01, 11.000000, 101844.035156, 0.83295898
2022/08/26 21:30:01, 10.990000, 101842.945312, 0.83873047
2022/08/26 21:35:01, 10.970000, 101839.859375, 0.84098633
2022/08/26 21:40:01, 10.960000, 101840.664062, 0.84128906
2022/08/26 21:45:02, 10.970000, 101839.007812, 0.84217773
2022/08/26 21:50:01, 10.960000, 101840.226562, 0.84096680
2022/08/26 21:55:01, 10.950000, 101847.761719, 0.83974609
2022/08/26 22:00:02, 10.930000, 101847.550781, 0.83981445
2022/08/26 22:05:01, 10.930000, 101845.871094, 0.83969727
2022/08/26 22:10:01, 10.920000, 101847.679688, 0.84098633
2022/08/26 22:15:01, 10.900000, 101849.562500, 0.84007812
2022/08/26 22:20:01, 10.880000, 101849.906250, 0.84058594
2022/08/26 22:25:02, 10.870000, 101852.132812, 0.83913086
2022/08/26 22:30:01, 10.830000, 101854.500000, 0.83984375
2022/08/26 22:35:01, 10.800000, 101861.550781, 0.83946289
2022/08/26 22:40:02, 10.750000, 101867.222656, 0.84066406
2022/08/26 22:45:01, 10.670000, 101870.070312, 0.84006836
2022/08/26 22:50:01, 10.570000, 101872.769531, 0.83955078
2022/08/26 22:55:01, 10.440000, 101875.496094, 0.83954102
2022/08/26 23:00:01, 10.320000, 101875.605469, 0.83939453
2022/08/26 23:05:02, 10.180000, 101876.925781, 0.83969727
2022/08/26 23:10:01, 10.040000, 101875.152344, 0.83952148
2022/08/26 23:15:01, 9.910000, 101878.625000, 0.83915039
2022/08/26 23:20:02, 9.780000, 101881.531250, 0.84207031
2022/08/26 23:25:01, 9.680000, 101881.707031, 0.84133789
2022/08/26 23:30:01, 9.570000, 101882.171875, 0.84318359
2022/08/26 23:35:01, 9.480000, 101884.726562, 0.84661133
2022/08/26 23:40:01, 9.410000, 101885.511719, 0.84658203
2022/08/26 23:45:02, 9.340000, 101888.082031, 0.84806641
2022/08/26 23:50:01, 9.270000, 101890.632812, 0.85011719
2022/08/26 23:55:01, 9.200000, 101888.687500, 0.85160156
2022/08/27 00:00:02, 9.140000, 101884.796875, 0.85484375
2022/08/27 00:05:01, 9.090000, 101883.027344, 0.85627930
2022/08/27 00:10:01, 9.040000, 101882.421875, 0.86041992
2022/08/27 00:15:01, 9.010000, 101883.085938, 0.86306641
2022/08/27 00:20:01, 8.970000, 101880.300781, 0.86496094
2022/08/27 00:25:02, 8.950000, 101879.003906, 0.86580078
2022/08/27 00:30:01, 8.910000, 101878.160156, 0.86787109
2022/08/27 00:35:01, 8.870000, 101885.593750, 0.86865234
2022/08/27 00:40:01, 8.810000, 101884.128906, 0.87049805
2022/08/27 00:45:01, 8.740000, 101880.761719, 0.87208008
2022/08/27 00:50:01, 8.660000, 101877.585938, 0.87248047
2022/08/27 00:55:01, 8.590000, 101872.195312, 0.87252930
2022/08/27 01:00:01, 8.490000, 101870.824219, 0.87180664
2022/08/27 01:05:02, 8.400000, 101870.109375, 0.87272461
2022/08/27 01:10:01, 8.310000, 101866.500000, 0.87197266
2022/08/27 01:15:01, 8.230000, 101864.960938, 0.87052734
2022/08/27 01:20:01, 8.120000, 101864.636719, 0.87420898
2022/08/27 01:25:01, 8.040000, 101868.234375, 0.87438477
2022/08/27 01:30:01, 7.970000, 101865.531250, 0.87434570
2022/08/27 01:35:01, 7.910000, 101866.785156, 0.87625000
2022/08/27 01:40:01, 7.830000, 101864.656250, 0.87729492
2022/08/27 01:45:02, 7.770000, 101866.171875, 0.87685547
2022/08/27 01:50:01, 7.720000, 101869.636719, 0.87869141
2022/08/27 01:55:01, 7.660000, 101867.996094, 0.87847656
2022/08/27 02:00:02, 7.590000, 101865.894531, 0.87724609
2022/08/27 02:05:01, 7.540000, 101863.757812, 0.87931641
2022/08/27 02:10:01, 7.480000, 101857.617188, 0.88006836
2022/08/27 02:15:02, 7.390000, 101849.742188, 0.87792969
2022/08/27 02:20:01, 7.330000, 101841.984375, 0.87693359
2022/08/27 02:25:02, 7.270000, 101837.609375, 0.87756836
2022/08/27 02:30:01, 7.210000, 101836.160156, 0.87680664
2022/08/27 02:35:01, 7.140000, 101827.726562, 0.87751953
